OperationID,Component name,CorrectDetectedFacesMetric,Detected Faces,ImageFormatMetric,ImageNumberOfFacesMetric,ImageNumberOfPixelsMetric,ImageSizeMetric,Input name,Response time (in SECONDS)
1886,GMS Face API with accurateMode,0,1,jpg,1,126690,16926,/storage/sdcard0/FDDB-folds-01/2003_01_15_big_img_576.jpg,0.439981688
1887,GMS Face API with accurateMode,0,1,jpg,1,202500,20667,/storage/sdcard0/FDDB-folds-01/2002_08_14_big_img_335.jpg,0.379795512
1888,GMS Face API with accurateMode,0,4,jpg,6,120130,19630,/storage/sdcard0/FDDB-folds-01/2003_01_13_big_img_390.jpg,0.717259273
1889,GMS Face API with accurateMode,0,0,jpg,6,201600,30858,/storage/sdcard0/FDDB-folds-01/2002_08_11_big_img_258.jpg,0.88695254
1890,GMS Face API with accurateMode,0,1,jpg,1,161550,21005,/storage/sdcard0/FDDB-folds-01/2002_07_23_big_img_917.jpg,0.388402258
1891,GMS Face API with accurateMode,0,2,jpg,2,163800,26054,/storage/sdcard0/FDDB-folds-01/2002_08_15_big_img_525.jpg,0.657866625
1892,GMS Face API with accurateMode,0,1,jpg,1,127100,15043,/storage/sdcard0/FDDB-folds-01/2003_01_15_big_img_505.jpg,0.330932398
1893,GMS Face API with accurateMode,0,1,jpg,1,144000,14309,/storage/sdcard0/FDDB-folds-01/2002_07_30_big_img_886.jpg,0.365206775
1894,GMS Face API with accurateMode,0,1,jpg,1,110290,14121,/storage/sdcard0/FDDB-folds-01/2003_01_16_big_img_640.jpg,0.252281397
1895,GMS Face API with accurateMode,0,1,jpg,1,102250,14241,/storage/sdcard0/FDDB-folds-01/2003_01_14_big_img_642.jpg,0.341889211
1896,GMS Face API with accurateMode,0,1,jpg,2,170550,21406,/storage/sdcard0/FDDB-folds-01/2003_01_17_big_img_844.jpg,0.390721807
1897,GMS Face API with accurateMode,0,1,jpg,1,195750,17680,/storage/sdcard0/FDDB-folds-01/2002_08_04_big_img_571.jpg,0.542774302
1898,GMS Face API with accurateMode,0,3,jpg,2,178200,19501,/storage/sdcard0/FDDB-folds-01/2002_08_29_big_img_18702.jpg,0.626217
1899,GMS Face API with accurateMode,0,1,jpg,1,162900,16263,/storage/sdcard0/FDDB-folds-01/2003_01_15_big_img_240.jpg,0.603448802
1900,GMS Face API with accurateMode,0,3,jpg,3,141300,29622,/storage/sdcard0/FDDB-folds-01/2002_07_29_big_img_553.jpg,0.769906913
1901,GMS Face API with accurateMode,0,1,jpg,1,136800,17380,/storage/sdcard0/FDDB-folds-01/2002_08_10_big_img_354.jpg,0.305661529
1902,GMS Face API with accurateMode,0,2,jpg,3,143100,18182,/storage/sdcard0/FDDB-folds-01/2002_08_18_big_img_17.jpg,0.479169847
1903,GMS Face API with accurateMode,0,2,jpg,2,102250,14164,/storage/sdcard0/FDDB-folds-01/2003_01_15_big_img_782.jpg,0.403082557
1904,GMS Face API with accurateMode,0,1,jpg,1,160200,19570,/storage/sdcard0/FDDB-folds-01/2002_07_27_big_img_382.jpg,0.481580955
1905,GMS Face API with accurateMode,0,2,jpg,5,152550,19039,/storage/sdcard0/FDDB-folds-01/2002_08_14_big_img_970.jpg,0.528032962
1906,GMS Face API with accurateMode,0,1,jpg,2,131400,12271,/storage/sdcard0/FDDB-folds-01/2003_01_16_big_img_70.jpg,0.316648863
1907,GMS Face API with accurateMode,0,1,jpg,1,106749,11807,/storage/sdcard0/FDDB-folds-01/2003_01_16_big_img_625.jpg,0.208759348
1908,GMS Face API with accurateMode,0,0,jpg,1,191700,32834,/storage/sdcard0/FDDB-folds-01/2002_08_18_big_img_341.jpg,0.898886006
1909,GMS Face API with accurateMode,0,3,jpg,4,148500,30329,/storage/sdcard0/FDDB-folds-01/2002_08_26_big_img_188.jpg,0.772470625
1910,GMS Face API with accurateMode,0,1,jpg,1,155700,23245,/storage/sdcard0/FDDB-folds-01/2002_08_09_big_img_405.jpg,0.397924614
1911,GMS Face API with accurateMode,0,1,jpg,1,161550,25489,/storage/sdcard0/FDDB-folds-01/2002_08_02_big_img_37.jpg,0.536181902
1912,GMS Face API with accurateMode,0,2,jpg,3,130210,19106,/storage/sdcard0/FDDB-folds-01/2002_08_13_big_img_748.jpg,0.554463606
1913,GMS Face API with accurateMode,0,1,jpg,1,149400,14738,/storage/sdcard0/FDDB-folds-01/2002_07_22_big_img_399.jpg,0.424874103
1914,GMS Face API with accurateMode,0,2,jpg,3,136350,27984,/storage/sdcard0/FDDB-folds-01/2002_07_25_big_img_844.jpg,0.824202656
1915,GMS Face API with accurateMode,0,2,jpg,2,146250,26943,/storage/sdcard0/FDDB-folds-01/2002_08_12_big_img_340.jpg,0.913535785
1916,GMS Face API with accurateMode,0,1,jpg,1,104960,15075,/storage/sdcard0/FDDB-folds-01/2003_01_13_big_img_815.jpg,0.278193194
1917,GMS Face API with accurateMode,0,3,jpg,10,156600,25586,/storage/sdcard0/FDDB-folds-01/2002_08_26_big_img_5.jpg,0.726812147
1918,GMS Face API with accurateMode,0,1,jpg,1,123750,13107,/storage/sdcard0/FDDB-folds-01/2002_08_10_big_img_158.jpg,0.382542348
1919,GMS Face API with accurateMode,0,1,jpg,1,133200,21009,/storage/sdcard0/FDDB-folds-01/2002_08_18_big_img_95.jpg,0.318510605
1920,GMS Face API with accurateMode,0,1,jpg,1,131850,11326,/storage/sdcard0/FDDB-folds-01/2002_07_29_big_img_1297.jpg,0.373844042
1921,GMS Face API with accurateMode,0,1,jpg,1,127920,14563,/storage/sdcard0/FDDB-folds-01/2003_01_13_big_img_508.jpg,0.395055699
1922,GMS Face API with accurateMode,0,3,jpg,3,131850,22780,/storage/sdcard0/FDDB-folds-01/2002_09_01_big_img_16680.jpg,0.719426217
1923,GMS Face API with accurateMode,0,1,jpg,1,133250,18011,/storage/sdcard0/FDDB-folds-01/2003_01_16_big_img_338.jpg,0.394353731
1924,GMS Face API with accurateMode,0,1,jpg,1,161550,20608,/storage/sdcard0/FDDB-folds-01/2002_08_13_big_img_517.jpg,0.481062108
1925,GMS Face API with accurateMode,0,2,jpg,2,156600,17054,/storage/sdcard0/FDDB-folds-01/2002_07_22_big_img_626.jpg,0.57051732
1926,GMS Face API with accurateMode,0,1,jpg,1,122400,11015,/storage/sdcard0/FDDB-folds-01/2002_08_06_big_img_3024.jpg,0.39832138
1927,GMS Face API with accurateMode,0,1,jpg,2,148500,23696,/storage/sdcard0/FDDB-folds-01/2002_07_26_big_img_499.jpg,0.434640623
1928,GMS Face API with accurateMode,0,1,jpg,1,150300,17588,/storage/sdcard0/FDDB-folds-01/2003_01_13_big_img_387.jpg,0.571097207
1929,GMS Face API with accurateMode,0,2,jpg,2,150750,16623,/storage/sdcard0/FDDB-folds-01/2002_08_31_big_img_18025.jpg,0.643155805
1930,GMS Face API with accurateMode,0,0,jpg,1,134251,14295,/storage/sdcard0/FDDB-folds-01/2002_08_13_big_img_520.jpg,0.402289028
1931,GMS Face API with accurateMode,0,1,jpg,1,111657,20913,/storage/sdcard0/FDDB-folds-01/2003_01_16_big_img_576.jpg,0.293392339
1932,GMS Face API with accurateMode,0,1,jpg,3,171000,19443,/storage/sdcard0/FDDB-folds-01/2002_07_26_big_img_121.jpg,0.706088814
1933,GMS Face API with accurateMode,0,1,jpg,4,142200,21284,/storage/sdcard0/FDDB-folds-01/2002_08_25_big_img_703.jpg,0.571646573
1934,GMS Face API with accurateMode,0,1,jpg,1,153450,20008,/storage/sdcard0/FDDB-folds-01/2002_08_26_big_img_615.jpg,0.322875019
1935,GMS Face API with accurateMode,0,1,jpg,1,166500,20840,/storage/sdcard0/FDDB-folds-01/2002_08_17_big_img_434.jpg,0.448222189
1936,GMS Face API with accurateMode,0,2,jpg,2,146250,16226,/storage/sdcard0/FDDB-folds-01/2002_08_02_big_img_677.jpg,0.44675721
1937,GMS Face API with accurateMode,0,1,jpg,1,186750,23692,/storage/sdcard0/FDDB-folds-01/2002_08_18_big_img_276.jpg,0.592156265
1938,GMS Face API with accurateMode,0,2,jpg,1,132750,30088,/storage/sdcard0/FDDB-folds-01/2002_08_05_big_img_3672.jpg,0.596276514
1939,GMS Face API with accurateMode,0,1,jpg,1,132750,19542,/storage/sdcard0/FDDB-folds-01/2002_07_26_big_img_700.jpg,0.542957425
1940,GMS Face API with accurateMode,0,1,jpg,1,134251,17412,/storage/sdcard0/FDDB-folds-01/2002_07_31_big_img_277.jpg,0.317106668
1941,GMS Face API with accurateMode,0,1,jpg,1,113570,14758,/storage/sdcard0/FDDB-folds-01/2003_01_14_big_img_220.jpg,0.359346864
1942,GMS Face API with accurateMode,0,1,jpg,1,146823,18252,/storage/sdcard0/FDDB-folds-01/2002_08_23_big_img_232.jpg,0.431374944
1943,GMS Face API with accurateMode,0,2,jpg,2,151650,21727,/storage/sdcard0/FDDB-folds-01/2002_08_31_big_img_17422.jpg,0.69909965
1944,GMS Face API with accurateMode,0,1,jpg,1,154350,16075,/storage/sdcard0/FDDB-folds-01/2002_07_22_big_img_508.jpg,0.310941553
1945,GMS Face API with accurateMode,0,1,jpg,1,123750,16166,/storage/sdcard0/FDDB-folds-01/2002_08_13_big_img_681.jpg,0.289485732
1946,GMS Face API with accurateMode,0,1,jpg,1,102910,12766,/storage/sdcard0/FDDB-folds-01/2003_01_15_big_img_638.jpg,0.285914849
1947,GMS Face API with accurateMode,0,1,jpg,1,149850,17985,/storage/sdcard0/FDDB-folds-01/2002_08_30_big_img_18408.jpg,0.460430338
1948,GMS Face API with accurateMode,0,1,jpg,1,110290,14032,/storage/sdcard0/FDDB-folds-01/2003_01_14_big_img_533.jpg,0.311826644
1949,GMS Face API with accurateMode,0,1,jpg,1,113980,16023,/storage/sdcard0/FDDB-folds-01/2003_01_17_big_img_12.jpg,0.385808028
1950,GMS Face API with accurateMode,0,1,jpg,1,139050,14785,/storage/sdcard0/FDDB-folds-01/2002_08_28_big_img_19388.jpg,0.350312833
1951,GMS Face API with accurateMode,0,1,jpg,1,134550,18544,/storage/sdcard0/FDDB-folds-01/2002_08_08_big_img_133.jpg,0.389134748
1952,GMS Face API with accurateMode,0,1,jpg,2,155250,20768,/storage/sdcard0/FDDB-folds-01/2002_07_26_big_img_885.jpg,0.648618953
1953,GMS Face API with accurateMode,0,1,jpg,2,139050,17733,/storage/sdcard0/FDDB-folds-01/2002_08_19_big_img_387.jpg,0.299832137
1954,GMS Face API with accurateMode,0,2,jpg,2,177750,16175,/storage/sdcard0/FDDB-folds-01/2002_08_27_big_img_19976.jpg,0.783122234
1955,GMS Face API with accurateMode,0,1,jpg,1,190800,17868,/storage/sdcard0/FDDB-folds-01/2002_08_26_big_img_118.jpg,0.591423775
1956,GMS Face API with accurateMode,0,1,jpg,1,130950,18735,/storage/sdcard0/FDDB-folds-01/2002_08_28_big_img_19146.jpg,0.52867389
1957,GMS Face API with accurateMode,0,1,jpg,1,191250,19427,/storage/sdcard0/FDDB-folds-01/2002_08_05_big_img_3259.jpg,0.551136884
1958,GMS Face API with accurateMode,0,1,jpg,1,151200,22408,/storage/sdcard0/FDDB-folds-01/2002_08_15_big_img_536.jpg,0.604517014
1959,GMS Face API with accurateMode,0,2,jpg,2,171450,29964,/storage/sdcard0/FDDB-folds-01/2002_07_22_big_img_279.jpg,0.872180682
1960,GMS Face API with accurateMode,0,2,jpg,2,158400,28505,/storage/sdcard0/FDDB-folds-01/2002_07_22_big_img_9.jpg,0.529772624
1961,GMS Face API with accurateMode,0,1,jpg,1,198000,22976,/storage/sdcard0/FDDB-folds-01/2002_08_13_big_img_301.jpg,0.46149855
1962,GMS Face API with accurateMode,0,1,jpg,1,162000,18860,/storage/sdcard0/FDDB-folds-01/2002_08_15_big_img_974.jpg,0.579429269
1963,GMS Face API with accurateMode,0,2,jpg,2,189900,17387,/storage/sdcard0/FDDB-folds-01/2002_08_06_big_img_2355.jpg,0.863848618
1964,GMS Face API with accurateMode,0,1,jpg,1,166500,23282,/storage/sdcard0/FDDB-folds-01/2002_08_01_big_img_1526.jpg,0.578116894
1965,GMS Face API with accurateMode,0,7,jpg,7,165150,20727,/storage/sdcard0/FDDB-folds-01/2002_08_03_big_img_417.jpg,1.110483747
1966,GMS Face API with accurateMode,0,2,jpg,6,169273,27410,/storage/sdcard0/FDDB-folds-01/2002_08_04_big_img_407.jpg,0.961574852
1967,GMS Face API with accurateMode,0,1,jpg,1,149400,19659,/storage/sdcard0/FDDB-folds-01/2002_08_15_big_img_1029.jpg,0.659362124
1968,GMS Face API with accurateMode,0,1,jpg,1,156252,20959,/storage/sdcard0/FDDB-folds-01/2002_07_29_big_img_700.jpg,0.369143903
1969,GMS Face API with accurateMode,0,1,jpg,1,129150,18313,/storage/sdcard0/FDDB-folds-01/2002_08_01_big_img_1463.jpg,0.51713719
1970,GMS Face API with accurateMode,0,0,jpg,1,164700,13233,/storage/sdcard0/FDDB-folds-01/2002_08_31_big_img_17365.jpg,0.744697085
1971,GMS Face API with accurateMode,0,2,jpg,5,170550,21283,/storage/sdcard0/FDDB-folds-01/2002_07_28_big_img_223.jpg,0.724187393
1972,GMS Face API with accurateMode,0,1,jpg,1,173250,22085,/storage/sdcard0/FDDB-folds-01/2002_07_19_big_img_827.jpg,0.430032048
1973,GMS Face API with accurateMode,0,1,jpg,2,159395,38783,/storage/sdcard0/FDDB-folds-01/2002_07_27_big_img_531.jpg,0.562612545
1974,GMS Face API with accurateMode,0,1,jpg,1,123750,16759,/storage/sdcard0/FDDB-folds-01/2002_07_19_big_img_845.jpg,0.367862046
1975,GMS Face API with accurateMode,0,1,jpg,1,154800,22941,/storage/sdcard0/FDDB-folds-01/2002_08_20_big_img_382.jpg,0.288997406
1976,GMS Face API with accurateMode,0,3,jpg,4,171900,28947,/storage/sdcard0/FDDB-folds-01/2002_07_31_big_img_268.jpg,0.916679385
1977,GMS Face API with accurateMode,0,0,jpg,1,158400,14913,/storage/sdcard0/FDDB-folds-01/2002_08_27_big_img_19705.jpg,0.604822219
1978,GMS Face API with accurateMode,0,1,jpg,1,126900,20062,/storage/sdcard0/FDDB-folds-01/2002_08_02_big_img_830.jpg,0.256981534
1979,GMS Face API with accurateMode,0,1,jpg,1,147600,18033,/storage/sdcard0/FDDB-folds-01/2002_08_23_big_img_250.jpg,0.363650238
1980,GMS Face API with accurateMode,0,2,jpg,2,165600,18133,/storage/sdcard0/FDDB-folds-01/2002_07_20_big_img_777.jpg,0.518266442
1981,GMS Face API with accurateMode,0,3,jpg,5,133650,17450,/storage/sdcard0/FDDB-folds-01/2002_08_21_big_img_879.jpg,0.684785595
1982,GMS Face API with accurateMode,0,1,jpg,1,144900,14316,/storage/sdcard0/FDDB-folds-01/2002_08_26_big_img_20146.jpg,0.510880513
1983,GMS Face API with accurateMode,0,1,jpg,1,149400,14607,/storage/sdcard0/FDDB-folds-01/2002_08_23_big_img_789.jpg,0.336212423
1984,GMS Face API with accurateMode,0,2,jpg,3,160650,15353,/storage/sdcard0/FDDB-folds-01/2002_08_06_big_img_2683.jpg,0.546467266
1985,GMS Face API with accurateMode,0,1,jpg,3,133200,24758,/storage/sdcard0/FDDB-folds-01/2002_08_25_big_img_576.jpg,0.347688083
1986,GMS Face API with accurateMode,0,1,jpg,1,142200,19068,/storage/sdcard0/FDDB-folds-01/2002_08_09_big_img_498.jpg,0.529040134
1987,GMS Face API with accurateMode,0,2,jpg,2,142650,27775,/storage/sdcard0/FDDB-folds-01/2002_08_08_big_img_384.jpg,0.499771096
1988,GMS Face API with accurateMode,0,2,jpg,2,152100,20319,/storage/sdcard0/FDDB-folds-01/2002_08_26_big_img_592.jpg,0.377811689
1989,GMS Face API with accurateMode,0,2,jpg,2,158850,17973,/storage/sdcard0/FDDB-folds-01/2002_07_29_big_img_1470.jpg,0.527971921
1990,GMS Face API with accurateMode,0,1,jpg,1,146700,20251,/storage/sdcard0/FDDB-folds-01/2002_08_21_big_img_452.jpg,0.675568441
1991,GMS Face API with accurateMode,0,1,jpg,3,164700,18331,/storage/sdcard0/FDDB-folds-01/2002_08_30_big_img_18395.jpg,0.898672364
1992,GMS Face API with accurateMode,0,1,jpg,1,140400,14720,/storage/sdcard0/FDDB-folds-01/2002_08_15_big_img_215.jpg,0.429238516
1993,GMS Face API with accurateMode,0,1,jpg,1,146250,24637,/storage/sdcard0/FDDB-folds-01/2002_07_21_big_img_643.jpg,0.601434459
1994,GMS Face API with accurateMode,0,1,jpg,1,166950,39560,/storage/sdcard0/FDDB-folds-01/2002_07_22_big_img_209.jpg,0.502395849
1995,GMS Face API with accurateMode,0,1,jpg,1,134070,19512,/storage/sdcard0/FDDB-folds-01/2003_01_17_big_img_346.jpg,0.359774149
1996,GMS Face API with accurateMode,0,3,jpg,3,135450,28274,/storage/sdcard0/FDDB-folds-01/2002_08_25_big_img_658.jpg,0.773142073
1997,GMS Face API with accurateMode,0,1,jpg,1,127350,13246,/storage/sdcard0/FDDB-folds-01/2002_08_21_big_img_221.jpg,0.37549214
1998,GMS Face API with accurateMode,0,1,jpg,1,163350,14607,/storage/sdcard0/FDDB-folds-01/2002_08_14_big_img_60.jpg,0.483198535
1999,GMS Face API with accurateMode,0,1,jpg,1,137700,17904,/storage/sdcard0/FDDB-folds-01/2003_01_17_big_img_885.jpg,0.404150769
2000,GMS Face API with accurateMode,0,1,jpg,1,111520,14754,/storage/sdcard0/FDDB-folds-01/2003_01_16_big_img_482.jpg,0.238577752
2001,GMS Face API with accurateMode,0,1,jpg,1,132300,13762,/storage/sdcard0/FDDB-folds-01/2002_08_19_big_img_593.jpg,0.423897451
2002,GMS Face API with accurateMode,0,1,jpg,1,161100,23643,/storage/sdcard0/FDDB-folds-01/2002_08_08_big_img_233.jpg,0.287593469
2003,GMS Face API with accurateMode,0,1,jpg,1,127067,17622,/storage/sdcard0/FDDB-folds-01/2002_07_30_big_img_458.jpg,0.360415076
2004,GMS Face API with accurateMode,0,2,jpg,10,172350,20709,/storage/sdcard0/FDDB-folds-01/2002_07_23_big_img_384.jpg,0.573294675
2005,GMS Face API with accurateMode,0,1,jpg,1,123410,16840,/storage/sdcard0/FDDB-folds-01/2003_01_15_big_img_670.jpg,0.379124066
2006,GMS Face API with accurateMode,0,1,jpg,2,174150,28523,/storage/sdcard0/FDDB-folds-01/2003_01_15_big_img_267.jpg,0.338379368
2007,GMS Face API with accurateMode,0,3,jpg,3,152550,25537,/storage/sdcard0/FDDB-folds-01/2002_08_26_big_img_540.jpg,1.002166945
2008,GMS Face API with accurateMode,0,1,jpg,1,136800,18616,/storage/sdcard0/FDDB-folds-01/2002_07_29_big_img_552.jpg,0.460216694
2009,GMS Face API with accurateMode,0,2,jpg,2,156252,22770,/storage/sdcard0/FDDB-folds-01/2002_07_30_big_img_997.jpg,0.798535023
2010,GMS Face API with accurateMode,0,1,jpg,1,136530,19848,/storage/sdcard0/FDDB-folds-01/2003_01_17_big_img_377.jpg,0.349824507
2011,GMS Face API with accurateMode,0,1,jpg,1,136800,19963,/storage/sdcard0/FDDB-folds-01/2002_08_21_big_img_265.jpg,0.26152907
2012,GMS Face API with accurateMode,0,1,jpg,1,142200,13057,/storage/sdcard0/FDDB-folds-01/2002_08_09_big_img_561.jpg,0.473340455
2013,GMS Face API with accurateMode,0,1,jpg,1,134251,20886,/storage/sdcard0/FDDB-folds-01/2002_07_31_big_img_945.jpg,0.227193652
2014,GMS Face API with accurateMode,0,1,jpg,1,170100,13244,/storage/sdcard0/FDDB-folds-01/2002_09_02_big_img_15252.jpg,0.504684878
2015,GMS Face API with accurateMode,0,1,jpg,1,161550,30655,/storage/sdcard0/FDDB-folds-01/2002_08_11_big_img_276.jpg,0.567984129
2016,GMS Face API with accurateMode,0,1,jpg,3,179151,20677,/storage/sdcard0/FDDB-folds-01/2002_07_22_big_img_491.jpg,0.688051273
2017,GMS Face API with accurateMode,0,1,jpg,1,132750,13661,/storage/sdcard0/FDDB-folds-01/2002_07_26_big_img_517.jpg,0.321196399
2018,GMS Face API with accurateMode,0,2,jpg,2,135900,23841,/storage/sdcard0/FDDB-folds-01/2002_08_14_big_img_726.jpg,0.399450633
2019,GMS Face API with accurateMode,0,1,jpg,1,156252,18731,/storage/sdcard0/FDDB-folds-01/2002_08_08_big_img_46.jpg,0.387425608
2020,GMS Face API with accurateMode,0,1,jpg,1,153900,24448,/storage/sdcard0/FDDB-folds-01/2002_08_28_big_img_19458.jpg,0.327239432
2021,GMS Face API with accurateMode,0,1,jpg,1,136350,18777,/storage/sdcard0/FDDB-folds-01/2002_08_06_big_img_2935.jpg,0.429116435
2022,GMS Face API with accurateMode,0,1,jpg,1,157050,15067,/storage/sdcard0/FDDB-folds-01/2002_07_29_big_img_1392.jpg,0.347962765
2023,GMS Face API with accurateMode,0,1,jpg,1,131400,11741,/storage/sdcard0/FDDB-folds-01/2002_08_13_big_img_776.jpg,0.328765451
2024,GMS Face API with accurateMode,0,0,jpg,1,160200,13101,/storage/sdcard0/FDDB-folds-01/2002_08_24_big_img_616.jpg,0.698977568
2025,GMS Face API with accurateMode,0,1,jpg,1,152550,23563,/storage/sdcard0/FDDB-folds-01/2002_08_14_big_img_1065.jpg,0.359407904
2026,GMS Face API with accurateMode,0,2,jpg,2,159844,23128,/storage/sdcard0/FDDB-folds-01/2002_07_29_big_img_889.jpg,0.61641996
2027,GMS Face API with accurateMode,0,1,jpg,1,157950,16762,/storage/sdcard0/FDDB-folds-01/2002_08_18_big_img_188.jpg,0.479627653
2028,GMS Face API with accurateMode,0,2,jpg,2,140537,21978,/storage/sdcard0/FDDB-folds-01/2002_08_07_big_img_1453.jpg,0.545734779
2029,GMS Face API with accurateMode,0,1,jpg,1,134251,14107,/storage/sdcard0/FDDB-folds-01/2002_08_02_big_img_760.jpg,0.299679536
2030,GMS Face API,0,1,jpg,1,193950,18071,/storage/sdcard0/FDDB-folds-01/2002_08_11_big_img_591.jpg,0.259911492
2031,GMS Face API,0,3,jpg,3,136945,15821,/storage/sdcard0/FDDB-folds-01/2002_08_26_big_img_265.jpg,0.231558066
2032,GMS Face API,0,0,jpg,1,202050,25283,/storage/sdcard0/FDDB-folds-01/2002_07_19_big_img_423.jpg,0.337555318
2033,GMS Face API,0,1,jpg,1,166500,22832,/storage/sdcard0/FDDB-folds-01/2002_08_24_big_img_490.jpg,0.308988248
2034,GMS Face API,0,1,jpg,2,163800,25119,/storage/sdcard0/FDDB-folds-01/2002_08_31_big_img_17676.jpg,0.259575767
2035,GMS Face API,0,2,jpg,2,184050,34050,/storage/sdcard0/FDDB-folds-01/2002_07_31_big_img_228.jpg,0.302792614
2036,GMS Face API,0,2,jpg,3,139950,27025,/storage/sdcard0/FDDB-folds-01/2002_07_24_big_img_402.jpg,0.225881276
2037,GMS Face API,0,1,jpg,2,143100,16986,/storage/sdcard0/FDDB-folds-01/2002_08_04_big_img_769.jpg,0.240195331
2038,GMS Face API,0,1,jpg,1,142650,19949,/storage/sdcard0/FDDB-folds-01/2002_07_19_big_img_581.jpg,0.216908286
2039,GMS Face API,0,1,jpg,1,156252,19888,/storage/sdcard0/FDDB-folds-01/2002_08_13_big_img_723.jpg,0.209369753
2040,GMS Face API,0,1,jpg,1,153450,17298,/storage/sdcard0/FDDB-folds-01/2002_08_12_big_img_821.jpg,0.193316038
2041,GMS Face API,0,2,jpg,6,120540,22702,/storage/sdcard0/FDDB-folds-01/2003_01_17_big_img_610.jpg,0.199847397
2042,GMS Face API,0,1,jpg,2,143100,25982,/storage/sdcard0/FDDB-folds-01/2002_08_13_big_img_1116.jpg,0.194719975
2043,GMS Face API,0,2,jpg,2,152100,20343,/storage/sdcard0/FDDB-folds-01/2002_08_28_big_img_19238.jpg,0.285579125
2044,GMS Face API,0,1,jpg,1,173700,32119,/storage/sdcard0/FDDB-folds-01/2002_08_21_big_img_660.jpg,0.265435679
2045,GMS Face API,0,1,jpg,1,131850,25851,/storage/sdcard0/FDDB-folds-01/2002_08_14_big_img_607.jpg,0.266107127
2046,GMS Face API,0,1,jpg,2,144900,20740,/storage/sdcard0/FDDB-folds-01/2002_08_05_big_img_3708.jpg,0.266656492
2047,GMS Face API,0,2,jpg,2,143680,23561,/storage/sdcard0/FDDB-folds-01/2002_08_19_big_img_511.jpg,0.228261865
2048,GMS Face API,0,2,jpg,2,143100,19712,/storage/sdcard0/FDDB-folds-01/2002_08_07_big_img_1316.jpg,0.271478712
2049,GMS Face API,0,1,jpg,2,164700,15907,/storage/sdcard0/FDDB-folds-01/2002_07_25_big_img_1047.jpg,0.202868915
2050,GMS Face API,0,2,jpg,2,167850,24348,/storage/sdcard0/FDDB-folds-01/2002_07_23_big_img_474.jpg,0.268853959
2051,GMS Face API,0,1,jpg,2,132750,21156,/storage/sdcard0/FDDB-folds-01/2002_07_27_big_img_970.jpg,0.217427132
2052,GMS Face API,0,1,jpg,1,168300,20486,/storage/sdcard0/FDDB-folds-01/2002_09_02_big_img_15752.jpg,0.25655425
2053,GMS Face API,0,1,jpg,3,119700,22616,/storage/sdcard0/FDDB-folds-01/2002_09_01_big_img_16378.jpg,0.232870441
2054,GMS Face API,0,1,jpg,1,166950,14971,/storage/sdcard0/FDDB-folds-01/2002_09_01_big_img_16189.jpg,0.29507096
2055,GMS Face API,0,1,jpg,1,162450,21718,/storage/sdcard0/FDDB-folds-01/2002_08_26_big_img_276.jpg,0.232076912
2056,GMS Face API,0,2,jpg,2,178200,37081,/storage/sdcard0/FDDB-folds-01/2002_07_24_big_img_518.jpg,0.259240044
2057,GMS Face API,0,2,jpg,2,153450,16315,/storage/sdcard0/FDDB-folds-01/2002_08_14_big_img_1027.jpg,0.266809095
2058,GMS Face API,0,1,jpg,1,153000,21465,/storage/sdcard0/FDDB-folds-01/2002_08_24_big_img_733.jpg,0.234579583
2059,GMS Face API,0,1,jpg,1,158400,19931,/storage/sdcard0/FDDB-folds-01/2002_08_15_big_img_249.jpg,0.302304288
2060,GMS Face API,0,1,jpg,1,133250,17754,/storage/sdcard0/FDDB-folds-01/2003_01_15_big_img_1371.jpg,0.196734319
2061,GMS Face API,0,0,jpg,3,147600,22200,/storage/sdcard0/FDDB-folds-01/2002_08_07_big_img_1348.jpg,0.248588432
2062,GMS Face API,0,2,jpg,2,184500,15659,/storage/sdcard0/FDDB-folds-01/2003_01_01_big_img_331.jpg,0.30163284
2063,GMS Face API,0,1,jpg,1,139050,20874,/storage/sdcard0/FDDB-folds-01/2002_08_23_big_img_536.jpg,0.188585381
2064,GMS Face API,0,1,jpg,1,172350,26933,/storage/sdcard0/FDDB-folds-01/2002_07_30_big_img_224.jpg,0.307065467
2065,GMS Face API,0,1,jpg,1,138150,18107,/storage/sdcard0/FDDB-folds-01/2002_08_10_big_img_763.jpg,0.187730809
2066,GMS Face API,0,1,jpg,1,151200,26533,/storage/sdcard0/FDDB-folds-01/2002_08_21_big_img_293.jpg,0.204517016
2067,GMS Face API,0,1,jpg,1,145350,12739,/storage/sdcard0/FDDB-folds-01/2002_08_15_big_img_1211.jpg,0.20814894
2068,GMS Face API,0,1,jpg,2,154350,25565,/storage/sdcard0/FDDB-folds-01/2002_08_15_big_img_1194.jpg,0.294063786
2069,GMS Face API,0,1,jpg,2,126381,17788,/storage/sdcard0/FDDB-folds-01/2003_01_15_big_img_390.jpg,0.218525864
2070,GMS Face API,0,1,jpg,1,166050,22491,/storage/sdcard0/FDDB-folds-01/2002_08_06_big_img_2893.jpg,0.310819472
2071,GMS Face API,0,2,jpg,7,153109,18402,/storage/sdcard0/FDDB-folds-01/2002_08_17_big_img_691.jpg,0.284175187
2072,GMS Face API,0,1,jpg,1,143100,15043,/storage/sdcard0/FDDB-folds-01/2002_08_07_big_img_1695.jpg,0.24431558
2073,GMS Face API,0,1,jpg,1,133200,17555,/storage/sdcard0/FDDB-folds-01/2002_08_16_big_img_829.jpg,0.210376927
